State_name,District_name,Other_Education,Other_Workers,Graduate_Education,Households_with_Telephone_Mobile_Phone,Households_with_Television,Having_latrine_facility_within_the_premises_Total_Households,Housholds_with_Electric_Lighting,Secondary_Education,Female_Literate,Urban_Households,Having_bathing_facility_Total_Households,Higher_Education,Literate,Households_with_Computer,Households_with_Telephone_Mobile_Phone_Both,Households_with_separate_kitchen_Cooking_inside_house,LPG_or_PNG_Households,Location_of_drinking_water_source_Within_the_premises_Households,Households,Age_Group_30_49,Household_size_3_to_5_persons_Households,Households_with_Telephone_Mobile_Phone_Landline_only,Literate_Education,Male_Literate,Households_with_Car_Jeep_Van,Households_with_Telephone_Mobile_Phone_Mobile_only,Household_size_4_persons_Households,Age_Group_50,Main_Workers,Households_with_Radio_Transistor,Household_size_5_persons_Households,Married_couples_1_Households,Households_with_Scooter_Motorcycle_Moped,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Married_couples_None_Households,Male_Workers,Household_size_3_persons_Households,Workers,Female,Population,Male,Household_size_2_persons_Households,Main_source_of_drinking_water_Tapwater_Households,Households_with_Internet,Household_size_1_to_2_persons,Middle_Education,Total_Education,Non_Workers,Ownership_Rented_Households,Household_size_1_person_Households,Ownership_Owned_Households,Power_Parity_Rs_45000_150000,Hindus,Age_Group_0_29,Married_couples_2_Households,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Primary_Education,Female_Workers,Total_Power_Parity,Religion_Not_Stated,Household_size_6_8_persons_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_150000_240000,Jains,Households_with_Bicycle,Location_of_drinking_water_source_Near_the_premises_Households,Power_Parity_Rs_425000_545000,Female_SC,Main_source_of_drinking_water_Tubewell_Borehole_Households,SC,Power_Parity_Rs_330000_545000,Male_SC,Muslims,Power_Parity_Rs_330000_425000,Below_Primary_Education,Married_couples_3_Households,Household_Workers,Power_Parity_Above_Rs_545000,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Main_source_of_drinking_water_Other_sources_Households,Type_of_latrine_facility_Pit_latrine_Households,Illiterate_Education,Crime,Crime4
BIHAR,Patna,46126,867118,452340,662665,453344,507581,546859,698351,1431632,552103,562795,463361,3459679,132582,33562,899309,321307,607942,1210094,1382654,411646,38617,4920726,2028047,49821,590486,153095,815638,1371267,227469,175456,609661,176114,61156,77267,1436411,83095,1881886,2759953,5838465,3078512,60489,231255,40692,78118,920051,7511199,3956579,104162,17629,829728,4202,5356075,3626564,183921,2325,1877,1095655,445475,7065,21668,328240,1091,129,821,692,2151,430595,252246,293,438830,90643,920918,473,482088,439952,180,1244842,60090,85349,476,4474,14948,33740,2590473,14855,High
BIHAR,Purba Champaran,5149,284926,68781,585210,96546,179522,74979,241118,869354,101565,391064,121594,2276957,70258,13855,898000,52358,470416,1243825,1122340,447128,24362,3150588,1407603,19282,546993,155286,648009,1132789,357603,176594,747255,78531,5686,73159,1260774,115248,1737539,2418162,5099371,2681209,110085,20310,7719,130391,450631,5293345,3361832,9489,20306,967001,2551,4086453,3316422,129176,1754,797,982506,476765,4098,15590,329859,1194,18,241,223,464,611212,430949,40,309363,2653,649726,65,340363,990349,25,1280809,26188,46164,47,1429,6001,14040,2142757,7489,Medium
BIHAR,Purnia,11116,172039,59996,258284,63200,87774,86058,119259,527065,85749,234013,83226,1332326,33664,7568,246639,33688,314626,798596,696556,304012,9510,1486857,805261,8390,241206,107266,372692,776385,126408,113962,517258,40178,4252,59786,803275,82784,1143318,1565249,3264619,1699370,75176,12331,4170,92221,184327,3285643,2121301,8720,17045,624039,1636,1989420,2155512,53373,1115,521,360243,340043,2641,8502,205154,822,16,90,74,1450,291919,273244,35,187790,59597,390991,57,203201,1255641,22,668690,8430,28840,36,888,16517,16479,1798786,3332,Low
BIHAR,Rohtas,16006,252736,161555,312557,106218,128652,114893,333053,738049,95678,248462,194928,1799832,36279,8169,432151,41659,356548,608061,673742,166203,12400,2188753,1061783,10819,291988,57298,407193,542439,123491,75928,260042,49892,4727,33837,707939,32977,924879,1416372,2959918,1543546,27143,25242,4594,35246,399053,3065196,2035039,15995,8103,433720,951,2645415,1875174,103275,588,363,548971,216940,1555,6185,166881,299,20,187,167,252,224824,73129,45,262950,5158,549546,73,286596,300487,28,535187,37743,48512,46,1544,5613,5419,876443,4203,Low
BIHAR,Saharsa,6016,109814,47051,166317,30518,61597,41342,90182,298622,38046,113421,64560,804996,19415,5700,231080,21651,174742,470697,415863,179102,4957,855188,506374,3824,155660,64222,233870,363326,60611,71272,291291,20489,1688,23047,456724,43608,649898,903487,1900661,997174,39031,6629,1668,44773,104182,2006537,1250763,5426,5742,359161,983,1629254,1249692,43704,672,311,194897,193174,1582,3121,122491,464,8,86,78,109,129847,158574,18,152731,10505,317249,29,164518,266620,11,348300,8148,18651,21,407,7281,9080,1151349,2020,Low
BIHAR,Samastipur,19126,274815,129933,441421,84248,159459,88021,284082,849305,43486,213527,186153,2142880,50918,11807,733280,46123,352172,1056465,913339,404835,16741,2549708,1293575,10621,412873,142305,568812,907433,183813,162478,657647,56464,4320,62517,1037576,100052,1343400,2031563,4261566,2230003,94848,20385,5379,113891,438908,4546359,2918166,10874,19043,829443,2195,3800598,2766930,102513,1534,661,710468,305824,3500,5283,274280,1005,6,254,248,231,458268,384786,13,385184,34740,803128,21,417944,452370,8,781038,21642,47917,23,1080,7697,18504,1996651,4216,Low
BIHAR,Saran,9848,272570,148065,423960,128169,137526,94787,361171,871687,76299,276656,213251,2157454,37442,9488,586793,51822,381637,777622,847031,226877,15821,2653504,1285767,10948,398651,77631,585386,545520,243581,101370,384243,68604,5009,54359,857660,47876,1040231,1929041,3951862,2022821,38867,27833,4509,52247,433759,3967204,2911631,8764,13380,628222,2279,3534772,2516115,132367,1553,726,693465,182571,3667,7282,238266,892,19,374,355,322,431759,207758,43,231090,5389,474066,70,242976,406449,27,793945,47458,42103,52,1249,6158,7473,1313700,5200,Medium
BIHAR,Sheikhpura,3399,50531,19676,61568,16279,30019,20065,52860,132245,24345,35018,33856,328676,8873,2362,93800,6803,38651,132638,136898,36901,2163,409518,196431,1728,57043,12786,85045,148002,20176,16568,61869,6933,635,8850,151569,7547,224655,306599,636342,329743,6427,5094,631,8345,59529,715127,411687,2119,1918,100345,347,596102,413475,21544,231,116,110525,73086,565,2084,39065,153,5,35,30,43,33652,42462,12,63533,526,131115,19,67582,37653,7,129673,7777,9917,12,402,2275,5778,305609,1031,Low
BIHAR,Sheohar,661,32192,10091,83296,11722,30398,10004,25657,112053,7516,52118,16031,283698,6698,1669,135021,3983,57924,166000,139909,71746,2267,308989,171645,1410,79360,25002,93398,137804,56957,24466,124984,7678,430,14705,166693,22278,216372,309573,656246,346673,26938,2091,478,33670,37063,657067,439874,830,6732,147280,301,552492,421241,8303,211,90,91277,49679,489,3505,39484,173,1,5,4,52,73447,75837,3,45566,371,96655,5,51089,99342,2,128209,733,9119,4,249,718,4592,348078,614,Low
BIHAR,Sitamarhi,11936,224732,70549,340890,61089,152392,66263,136500,551606,49670,217626,92783,1436794,42461,9864,642364,39465,251811,856964,739982,357069,12246,1635891,885188,7292,318780,125274,449035,753645,252121,129240,602916,38576,3144,61687,865929,102555,1114583,1620322,3423574,1803252,113986,10992,3460,137053,196321,3488656,2308991,6856,23067,720630,1670,2672311,2206340,59010,1150,520,394422,248654,2679,7543,210775,866,10,79,69,188,317432,358607,22,192090,3523,405714,36,213624,740101,14,733380,7662,37932,29,1191,6150,12987,1852765,3624,Low
BIHAR,Siwan,12091,259900,119164,401299,74071,124672,52935,355277,814269,41858,276680,186817,1930175,37833,8090,502991,42384,358850,674372,713597,191273,14390,2421121,1115906,10891,378819,65249,498299,462104,181860,86278,323877,64065,4088,45113,730396,39746,932416,1655374,3330464,1675090,31553,19043,3834,42432,445257,3628240,2398048,6347,10879,535085,1888,2712635,2115448,114884,1292,596,612635,202020,3014,5708,203685,734,9,327,318,359,382782,158086,21,190720,1279,386685,34,195965,608282,13,689880,41033,31244,32,788,2685,9063,1207119,3408,Low
BIHAR,Supaul,5850,98974,45726,207212,26559,47753,51028,99530,385611,27815,152501,69665,1033283,25078,5441,258497,12111,273702,600102,495020,223470,6271,1116063,647672,4064,195500,80317,277610,472649,107152,89701,345385,21885,1099,28560,551718,53452,877682,1073793,2229076,1155283,46159,5373,1845,53895,157787,2336331,1351394,5069,7736,430158,1147,1809936,1453438,55898,797,350,269737,325964,1836,5136,141160,533,5,119,114,546,192734,145728,12,171704,12245,354249,20,182545,409251,8,467768,9148,22555,15,415,6634,5817,1220268,2043,Low
BIHAR,Vaishali,9094,265732,124448,390123,101269,171904,70001,291392,774164,51494,208882,178320,1926740,39564,9675,563063,47300,259500,750811,759132,285265,15248,2271286,1152576,11316,365200,101129,486032,716006,200083,122845,435592,60246,4366,43282,858648,61291,1060344,1650486,3495021,1844535,51344,18159,4810,61912,370247,3750438,2434677,6879,10568,620927,1827,3152346,2176701,112105,1254,573,487594,201696,2930,5106,217871,773,12,252,240,246,397202,295371,27,350204,11051,738031,44,387827,333980,17,810191,30410,36958,35,861,6561,20756,1479152,4661,Low
CHANDIGARH,Chandigarh,20188,395072,174528,209783,193932,206017,231204,124707,340092,289456,210801,98786,805438,78113,47345,226263,168344,202495,298367,303748,144460,14027,731491,465346,60494,148411,64040,148945,385929,65936,44396,162464,109701,67323,42854,328159,36024,404136,474787,1055450,580663,24396,227354,44283,39616,114209,915756,651314,110377,15220,112043,10783,852574,602411,24076,3631,7152,118667,75977,34145,1014,43001,893,2444,6729,4285,1960,135055,27384,4461,92730,2001,199086,7843,106356,51447,3382,80406,4872,4799,7897,164,1120,1178,184265,3542,Low
CHHATTISGARH,Bastar,3227,143410,32895,58619,50155,62326,157646,60936,268528,54894,48350,57413,650863,9042,4160,296904,22075,35465,371319,358157,161211,2574,656234,382335,4227,51885,58138,189569,394824,37956,57316,222252,32802,4002,45497,404364,45757,726531,714712,1413199,698487,39505,49120,1782,54310,139330,1385784,686668,13252,14805,287405,1028,1277975,864272,35222,622,406,178766,322167,1529,1385,81784,353,22,69,47,3466,192012,161593,27,19148,4335,37963,44,18815,12413,17,183667,3347,10821,36,136,1010,16417,729550,2262,Low
CHHATTISGARH,Bijapur,147,16763,3421,5033,4215,2843,12516,7192,32843,7942,7780,6755,86919,1462,501,44058,1022,2460,58391,63802,25936,513,80069,54076,305,4019,9267,23927,69338,6766,8817,35090,2625,156,9970,71591,7852,134525,126567,255230,128663,6408,1982,117,8837,14170,243347,120705,1846,2429,47682,911,245151,167348,4836,528,383,22787,62934,1387,228,13973,293,23,94,71,15,16830,26040,30,4977,230,10122,49,5145,1617,19,25597,435,1399,40,33,311,506,163278,325,Low
CHHATTISGARH,Bilaspur,19654,332556,134637,177334,193337,171271,519704,189296,664086,188174,135945,152838,1596560,30892,10847,586579,77727,143705,737806,655032,321189,9398,1624001,932474,13137,157089,118976,380114,826568,92443,114051,464063,84851,17978,80579,715467,88162,1203197,1312055,2663629,1351574,84460,152156,8566,121345,337793,2567113,1460432,37623,36885,561313,1822,2540763,1625484,57480,952,870,407692,487730,2981,3317,148587,477,82,314,232,2357,345789,310140,99,271771,41286,552992,174,281221,57973,75,382091,10850,21658,195,398,2324,19021,943112,5446,Medium
CHHATTISGARH,Dakshin Bastar Dantewada,1372,49511,11197,21606,16799,17471,43608,16665,74708,31304,19687,16905,191237,3879,2462,104705,10406,12296,137849,140188,60725,930,152961,116529,1827,18214,22171,58170,184285,10364,19729,80812,10771,1719,21501,153294,18825,286595,269496,533638,264142,16027,14034,955,22983,27720,489924,247043,9264,6956,102257,613,513915,334987,10678,334,279,39023,133301,909,474,27381,182,8,87,79,1044,32802,60332,12,6348,1102,12996,19,6648,6437,7,40079,920,2310,9,157,859,763,336963,674,Low
CHHATTISGARH,Dhamtari,5096,77548,31319,55660,67737,50033,148926,65196,242909,41792,29042,58875,546833,4804,3257,161955,14568,37269,210481,213021,92059,2391,572304,303924,3069,50012,35418,125429,335368,14229,37172,113655,30621,2686,23029,226382,19469,402895,401884,799781,397897,17441,52879,1016,27166,120146,786941,396886,6283,9725,156006,496,777188,461125,24428,322,174,148544,176513,782,364,40160,198,17,29,12,3612,119931,100179,21,29694,12167,58581,34,28887,10425,13,143128,5772,7310,26,33,224,8235,214637,1190,Low
CHHATTISGARH,Durg,30555,521484,202424,315664,343369,228551,614109,309508,1018766,349741,235446,286244,2303378,51289,27295,663000,129193,179501,883189,898241,375703,16940,2363288,1284612,28840,271429,148385,523656,1206793,89110,145306,473520,177048,36672,79509,921729,82012,1496805,1661771,3343872,1682101,69172,248578,16141,103268,497668,3186789,1847067,74863,34096,582952,2533,3129745,1919832,106165,1369,1164,573291,575076,4209,2683,172192,649,173,406,233,17209,489008,373891,219,228973,73761,458040,354,229067,83499,135,463598,27076,22565,266,662,1063,14038,823501,11218,Medium
CHHATTISGARH,Janjgir - Champa,7630,147013,58712,109908,126788,57417,339090,152183,425955,61190,39301,127543,1019634,10833,2733,339072,19129,58461,440773,383172,193218,4361,1086541,593679,3976,102814,73296,260898,461887,24557,70946,279193,42565,3756,50127,478278,48976,846466,803990,1619707,815717,48756,51202,1706,73152,241761,1674275,773241,9560,24396,358081,1051,1597089,975114,38570,622,429,241692,368188,1581,1401,94277,345,25,98,73,707,225754,228474,34,198275,29310,397908,55,199633,14173,21,257020,7634,15828,33,222,377,6098,587734,3335,Low
CHHATTISGARH,Jashpur,3166,55383,26161,35940,20512,27142,76783,64188,214759,20722,13683,50562,495415,5755,1575,187151,6628,17829,226392,214455,99333,1633,529825,280656,2442,32732,36438,148100,291349,12309,36562,136893,15547,1252,23065,263645,26333,487360,426922,851669,424747,24667,7961,567,34107,127299,858263,364309,7347,9440,179774,588,629509,488965,26950,342,246,137681,223715,856,766,50726,196,5,51,46,694,100725,106704,7,24527,1360,48844,11,24317,15336,4,120768,3115,7553,11,131,1482,6538,328438,1312,Low
CHHATTISGARH,Kabeerdham,1679,47598,16671,42291,36347,23347,150649,37650,165664,23868,18081,28074,414167,2962,995,169558,6375,22976,211179,198517,89271,1367,418867,248503,1496,39929,32306,107854,316976,14622,34926,129783,17444,1001,20090,217073,22039,404156,410468,822526,412058,24344,23473,682,34051,84147,795719,418370,3587,9707,169437,415,776013,515971,21025,270,145,123840,187083,622,581,44988,166,8,14,6,1167,96973,109516,10,59644,10357,119798,16,60154,12206,6,126806,4766,3046,12,112,235,3988,376852,1417,Low
CHHATTISGARH,Korba,11792,178410,61215,90312,95963,77854,202380,89167,315368,126055,67505,83166,748759,18004,6042,263439,43357,71646,332653,309479,153186,4118,780221,433391,8677,80152,58842,166959,350314,23166,51818,208797,55579,11842,37417,333329,42526,521186,593725,1206640,612915,37958,59627,4544,55218,168387,1190407,685454,29297,17260,232642,937,1133176,729708,26348,521,416,188303,187857,1565,1245,61531,246,63,164,101,753,162148,134931,88,61233,12483,124679,142,63446,30195,54,178191,3799,7899,75,222,1981,6204,410186,2448,Low
CHHATTISGARH,Koriya,4134,89095,26802,50432,38765,35636,80023,47127,167900,59763,38370,38677,397823,7609,2753,147705,25605,38999,181615,165022,81771,2414,457761,229923,3402,45265,30622,94073,173057,19360,28115,111220,26365,3527,22030,185483,23034,307071,324180,658917,334737,22348,36605,1667,31952,87969,637400,351846,17842,9604,124298,529,604259,399581,16253,293,236,109639,121588,852,1278,34136,146,28,81,53,1155,67318,67765,37,27094,2198,54776,59,27682,25878,22,143413,2167,4830,38,581,2097,2323,179639,1690,Low
CHHATTISGARH,Mahasamund,5951,75853,33357,65540,68012,48150,212487,78583,273874,35774,26449,57949,637963,5614,1915,238810,13200,29289,310567,272009,143728,2205,702532,364089,3546,61420,58094,177826,340802,13649,48121,190249,31472,2279,32927,291858,37513,499260,520787,1032754,511967,38904,32733,961,55394,152183,1087296,533494,7773,16490,241908,642,1008061,582544,27994,404,238,194739,207402,964,465,50550,232,17,31,14,1495,175231,162045,23,70613,15861,139581,37,68968,12570,14,179770,4433,6135,20,114,158,9931,384764,2140,Low
CHHATTISGARH,Narayanpur,268,11941,2216,4069,4126,2892,9316,4158,23172,6179,3354,4488,56621,589,277,25089,1384,2369,33095,33956,13023,180,53657,33449,196,3612,4609,14367,42056,4074,4928,19321,1976,134,4233,38186,3486,71089,69716,139820,70104,2636,4432,86,3846,9513,131988,68731,1406,1210,25063,911,129161,91338,3016,528,383,16034,32903,1387,165,8721,293,23,94,71,409,14813,11207,30,2461,148,4979,49,2518,776,19,16980,322,939,40,5,256,56,78331,179,Low
CHHATTISGARH,Raigarh,8804,148107,66358,96724,98784,69909,297308,130700,408883,66638,50603,93340,951639,13857,5312,337072,27771,57621,420916,398257,200941,5270,1017307,542756,5979,86142,79603,253488,484875,29814,64334,270070,50302,6693,50440,429211,57004,690167,743706,1493984,750278,59487,71114,3342,85832,210964,1477473,803817,19805,26345,331942,1040,1422986,841958,35329,594,446,260661,260956,1575,924,67366,325,27,109,82,409,225249,220996,34,112831,59354,224942,55,112111,17332,21,246480,4922,9959,45,336,1172,8517,460166,3024,Low
CHHATTISGARH,Raipur,31483,631314,227382,340237,378113,267090,728556,313247,1136591,395001,259502,267265,2629749,59523,25785,803533,166505,207630,1068500,1038155,462395,18806,2674728,1493158,30572,295646,175768,560184,1259138,114738,172554,623870,177517,39381,100264,1099964,114073,1757664,2015686,4063872,2048186,100127,228246,20261,142329,552373,3922162,2306208,86940,42202,739497,2775,3881485,2454299,105412,1465,1310,664470,657700,4561,3247,209786,716,161,424,263,17137,549069,448306,195,361966,97810,724250,326,362284,103038,131,618508,24592,34078,320,1331,2443,16080,1247434,11616,Medium
CHHATTISGARH,Rajnandgaon,5340,157021,51698,102053,106198,78798,275501,105149,447024,76528,59145,82141,1008379,11790,7307,302710,26486,54190,390132,404418,161416,7304,1062864,561355,4613,87442,59678,233068,595959,32445,66414,209641,44532,5396,39465,436611,35324,800092,774278,1537133,762855,31741,72754,2111,48994,267653,1530418,737041,14873,17253,291162,1051,1399658,898915,50734,624,427,287436,363481,1633,701,84526,334,40,108,68,8187,225710,195763,55,79644,13715,156623,89,76979,23648,34,263447,12321,10847,52,174,723,19599,467554,3133,Low
CHHATTISGARH,Surguja,9524,154521,64607,118767,74614,130736,253131,135374,493255,65167,59109,105992,1187941,18983,5868,509518,29433,75066,590763,561915,270986,4330,1299718,694686,8096,108569,99309,355077,622589,62468,99792,383510,56480,6399,56755,649888,71885,1155807,1166757,2359886,1193129,74481,36922,2737,100529,281260,2291584,1204079,18701,26048,492651,1671,2126195,1441436,70257,946,725,338509,505919,2462,2309,135326,530,22,181,159,623,277773,253795,28,57371,21245,115652,45,58281,81442,17,364452,8651,12643,36,218,11539,52314,991866,4880,Low
CHHATTISGARH,Uttar Bastar Kanker,1658,58388,21410,36065,37017,31240,110208,47002,197744,24878,21153,43956,456042,4084,2129,150411,7736,21718,194069,197603,86417,1642,474799,258298,1932,32294,33243,113450,285536,16404,32513,108477,19503,1317,22774,217513,20661,389359,375603,748941,373338,15922,17399,579,23653,100674,717838,359582,6424,7731,148368,513,627460,437598,23395,305,208,124893,171846,748,1729,41924,176,5,38,33,1071,111429,93398,7,15961,7370,31543,11,15582,6040,4,135206,3042,7811,9,16,384,3846,243039,929,Low
DADRA AND NAGAR HAVELI,Dadra AND Nagar Haveli,3566,109003,19655,45973,34467,39999,69558,37809,80709,60562,48312,22700,223230,6017,2430,70851,29101,38461,108783,87888,39654,1706,209575,142521,4136,41837,15845,30346,130299,11354,11930,46111,18647,3669,17066,119293,11879,157161,149949,343709,193760,9524,34001,2013,13836,32004,300630,186548,31255,4312,40607,3449,322857,225103,8321,1782,1667,69140,37868,6793,487,16210,431,564,971,407,1186,17822,26605,978,2847,15041,6186,1707,3339,12922,729,24701,1367,2195,235,55,270,539,91055,372,Low
DAMAN & DIU,DAMAN,1995,102786,9128,43171,28433,40951,49249,26991,46032,61073,40804,14170,150348,4543,1888,47373,25844,37112,71079,52868,30398,1718,119741,104316,3163,39565,12523,15428,101717,10502,7442,26109,14167,2827,20475,94502,10433,105521,66514,191173,124659,8211,34905,1316,11608,30406,140382,85652,33493,3397,14722,10783,171537,122589,2388,3631,7152,28094,11019,34145,223,6389,893,2444,6729,4285,244,14642,11808,4461,2038,10900,4262,7843,2224,16087,3382,8957,576,409,7897,29,284,544,20641,170,Low
DAMAN & DIU,DIU,635,14713,1906,9001,8405,6282,10575,9051,17731,9062,9011,4367,38058,1055,1919,9252,6177,9022,18850,13932,4927,776,34044,20327,398,6306,1739,7599,14718,2162,2017,7321,4820,825,2001,12932,1171,15750,26432,52074,25642,1068,10499,368,1926,8545,44779,36324,1923,858,8378,10783,48613,30475,1021,3631,7152,7668,2818,34145,22,3079,893,2444,6729,4285,43,3739,1555,4461,935,10,1862,7843,927,3190,3382,1872,268,275,7897,0,20,50,10735,54,Low
GOA,NORTH GOA,16601,289274,86781,158921,146307,140924,173951,153887,311322,209230,159976,87513,663060,56266,39555,173494,132612,144020,325089,260533,114062,20197,636063,351738,44342,99169,48962,175035,269437,57581,31899,122650,101378,40352,33432,239125,33201,327658,401331,818008,416677,19791,150059,23440,29113,148792,735601,490350,26362,9322,145651,900,622213,380926,18253,424,476,101521,88533,2078,1802,28595,122,177,328,151,546,41713,27004,204,8894,388,17606,376,8712,57941,172,40968,3867,8862,351,293,2293,7870,99538,2056,Low
GOA,SOUTH GOA,9579,215152,57460,128759,115535,116414,138810,108989,238342,162873,129135,64786,502427,44299,35584,137639,102191,113324,251493,194872,90673,18811,463596,264085,35031,74364,38349,130605,206616,42926,25654,96972,82436,31413,29104,180411,26670,249590,318074,640537,322463,16552,125635,17624,24211,119869,552173,390947,29829,7659,108881,689,341664,314480,14089,314,375,73039,69179,1646,1237,23123,87,148,270,122,563,37799,22951,164,3928,467,7843,307,3915,63623,143,29874,2921,5846,294,374,1742,6307,88577,1393,Low
GUJARAT,Ahmadabad,100831,2128452,839295,1196482,1159650,1241055,1456046,1135058,2410297,1845383,1295122,549188,5435760,273651,195632,1378412,965017,1286525,2198552,2043895,880951,77256,5805299,3025463,174812,923594,375703,1198152,2332409,501082,294359,1002327,692591,228737,153824,2127547,210889,2594952,3426174,7214225,3788051,131943,1265476,126341,182733,805199,6934861,4619273,269205,50790,1193694,7742,6042416,3952858,264401,2501,5241,1614370,467405,18633,7415,349856,614,2376,4109,1733,209287,680535,145695,2022,360408,158096,759483,3259,399075,883238,1237,761358,63618,54876,2909,2149,13190,22004,1129562,24216,High
GUJARAT,Amreli,8582,208995,50999,222389,164282,173045,273331,149478,437279,116899,201157,66785,995459,12765,14618,234962,80378,191055,430613,389892,138082,9469,1039194,558180,10236,198302,51661,282409,529153,31204,59076,197142,113906,6639,25861,453642,27345,657139,743141,1514190,771049,31254,200362,2538,40657,120625,1419789,857051,21529,9403,265928,1556,1410463,836343,57481,788,768,412251,203497,2825,952,94707,225,199,397,198,2053,96477,56216,293,64397,32323,132915,472,68518,99105,179,230474,11458,6083,176,624,12457,35080,380595,2126,Low
GUJARAT,Anand,20487,329593,110351,244185,203467,230571,378310,283571,676772,208909,254683,127459,1551253,32523,34679,344329,147122,283725,621987,585093,231623,21978,1588947,874481,19352,187528,94775,366419,690031,64013,84504,266912,104613,20391,52524,627561,52344,844794,1005521,2092745,1087224,39860,323542,9902,58103,229013,1949453,1247951,31488,18243,379759,2246,1798794,1134962,83841,953,1293,560542,217233,4372,2719,110412,261,314,707,393,8591,172466,98762,368,49989,51975,104465,618,54476,250919,250,257524,20634,16460,538,443,3879,25352,360506,3154,Low
GUJARAT,Banas Kantha,14451,410662,66950,369986,144792,146022,396873,226765,656521,137424,229091,105372,1704923,23149,16407,371169,84832,295278,804197,738412,260512,8029,1799274,1048402,22723,345550,96516,394793,1012080,53646,116071,379709,68665,8302,42887,836268,47925,1248600,1510127,3120506,1610379,33643,347860,3424,45844,159433,3006650,1871906,33035,12201,515862,2497,2890305,1984701,109776,1420,1077,859436,412332,4242,1501,207431,479,273,478,205,12659,75914,170764,388,158172,151670,327460,684,169288,213505,296,366867,24140,11812,103,349,8435,24243,1207376,5273,Medium
GUJARAT,Bharuch,16036,286525,74380,215142,178535,204943,309091,188539,495229,181319,261660,83895,1118276,29531,26021,308906,121542,204663,481996,442523,190910,12246,1056350,623047,21579,176875,78625,254728,526541,50018,66919,225413,104126,20255,46331,468919,45366,627124,745312,1551019,805707,34619,253257,10257,50563,164765,1330179,923895,44555,15944,279792,1704,1188204,844298,51877,782,922,367060,158205,3242,2480,76472,213,236,518,282,4813,96508,95961,293,30256,24691,62235,473,31979,343511,180,161675,9888,8902,336,1024,7512,17549,273829,2931,Low
GUJARAT,Bhavnagar,13946,566815,93391,400446,293361,292210,500757,281250,799884,356826,375112,96241,1887255,28925,23109,422064,171327,361542,744077,720241,253095,13792,2103528,1087371,17517,363545,93364,445121,992140,74663,111190,365160,200864,18127,50468,838781,48541,1150632,1390164,2880365,1490201,48849,390572,7297,65453,266953,2612192,1729733,61608,16604,467094,2760,2632574,1708938,96941,1270,1490,929286,311851,5434,2515,177277,359,495,898,403,26974,238912,99637,599,76207,35266,157034,965,80827,212863,366,422461,24583,17996,452,1440,24549,14581,508664,4257,Low
GUJARAT,Dohad,9656,163100,41458,152144,41178,43164,241117,156556,408136,52807,87445,95794,1007171,13497,9091,320408,28030,54413,376504,467115,117930,4564,1024469,599035,5222,138489,41181,252153,553395,18723,55146,195695,40551,4104,19675,540881,21603,999124,1058435,2127086,1068651,16646,32287,1733,21777,114168,2071557,1127962,8697,5131,319284,1837,2045243,1402616,87463,1026,811,392739,458243,3074,1385,134657,334,187,326,139,3331,61360,138781,304,20764,7088,41444,509,20680,66353,205,214098,21640,8815,68,327,1029,5258,1047088,1910,Low
GUJARAT,Gandhinagar,16088,292873,108400,204833,178594,171166,262539,196456,447808,195634,193174,95730,1030494,33662,23010,206928,132683,222079,433258,391862,163534,10124,1049555,582686,26385,171699,69002,224886,451951,62348,59070,185132,106981,25749,31219,408075,35462,534976,667889,1391753,723864,25521,257436,12107,37516,133594,1296548,856777,41902,11995,234873,3180,1319586,769329,54958,1535,1645,363156,126901,6016,2688,71905,460,515,904,389,6405,121735,53744,656,51689,24410,108608,1059,56919,57273,403,136131,13912,8600,413,387,2756,7926,246993,5728,Medium
GUJARAT,Jamnagar,18573,424570,87523,331968,270555,242841,386538,199634,601394,299167,285899,74029,1396534,30384,27937,318502,142974,276247,646325,576319,225160,12625,1320610,795140,20471,291406,90161,358455,721253,67005,84991,289799,185194,20728,41462,646822,50008,847440,1045927,2160119,1114192,39434,290541,11573,53108,194057,1823483,1312679,56645,13674,354786,2421,1810443,1220598,72984,1037,1384,491009,200618,5028,2528,117869,268,469,947,478,18856,157250,88844,528,84298,33615,173895,851,89597,320805,323,255785,16651,11359,541,2257,23668,24220,502873,5126,Low
GUJARAT,Junagadh,30127,412757,139957,406578,318954,313730,498326,311849,795837,287506,344568,137505,1842818,26991,26859,423662,144561,317838,776743,749156,276859,15291,1886269,1046981,17447,364428,112463,461650,942709,60302,108938,356326,195597,15979,48541,801859,55458,1123709,1338726,2743082,1404356,42703,336428,6628,58186,294811,2555291,1619373,57119,15483,457405,2976,2397056,1527888,93723,1460,1516,700258,321850,5549,2263,151329,419,437,820,383,3841,189600,124396,595,129474,48359,265793,959,136319,334858,364,271762,22643,9645,374,598,22362,77378,669022,4196,Low
