State_name,District_name,Other_Education,Other_Workers,Graduate_Education,Households_with_Telephone_Mobile_Phone,Households_with_Television,Having_latrine_facility_within_the_premises_Total_Households,Housholds_with_Electric_Lighting,Secondary_Education,Female_Literate,Urban_Households,Having_bathing_facility_Total_Households,Higher_Education,Literate,Households_with_Computer,Households_with_Telephone_Mobile_Phone_Both,Households_with_separate_kitchen_Cooking_inside_house,LPG_or_PNG_Households,Location_of_drinking_water_source_Within_the_premises_Households,Households,Age_Group_30_49,Household_size_3_to_5_persons_Households,Households_with_Telephone_Mobile_Phone_Landline_only,Literate_Education,Male_Literate,Households_with_Car_Jeep_Van,Households_with_Telephone_Mobile_Phone_Mobile_only,Household_size_4_persons_Households,Age_Group_50,Main_Workers,Households_with_Radio_Transistor,Household_size_5_persons_Households,Married_couples_1_Households,Households_with_Scooter_Motorcycle_Moped,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Married_couples_None_Households,Male_Workers,Household_size_3_persons_Households,Workers,Female,Population,Male,Household_size_2_persons_Households,Main_source_of_drinking_water_Tapwater_Households,Households_with_Internet,Household_size_1_to_2_persons,Middle_Education,Total_Education,Non_Workers,Ownership_Rented_Households,Household_size_1_person_Households,Ownership_Owned_Households,Power_Parity_Rs_45000_150000,Hindus,Age_Group_0_29,Married_couples_2_Households,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Primary_Education,Female_Workers,Total_Power_Parity,Religion_Not_Stated,Household_size_6_8_persons_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_150000_240000,Jains,Households_with_Bicycle,Location_of_drinking_water_source_Near_the_premises_Households,Power_Parity_Rs_425000_545000,Female_SC,Main_source_of_drinking_water_Tubewell_Borehole_Households,SC,Power_Parity_Rs_330000_545000,Male_SC,Muslims,Power_Parity_Rs_330000_425000,Below_Primary_Education,Married_couples_3_Households,Household_Workers,Power_Parity_Above_Rs_545000,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Main_source_of_drinking_water_Other_sources_Households,Type_of_latrine_facility_Pit_latrine_Households,Illiterate_Education,Crime,Crime4
UTTAR PRADESH,Mahamaya Nagar,5386,172762,49812,187223,121618,73875,134579,166861,363415,84883,147527,89435,942572,18621,4833,240523,48911,119759,373033,339137,99690,9169,1059937,579157,6691,173221,34495,210083,337295,37236,45132,173411,61172,5313,22507,398126,20063,484115,728581,1564708,836127,16264,54051,3087,22645,269717,1490751,1080593,7535,6381,250266,1013,1397225,1011157,45264,634,379,297282,85989,1756,4385,101274,300,157,274,117,1289,175072,102547,51,180384,18085,387554,124,207170,159448,73,181444,14136,32402,45,1770,2969,3984,430814,1595,Low
UTTAR PRADESH,Mahoba,3926,91487,37165,113025,35422,41692,42936,60400,185823,48525,70567,33810,488106,11298,2331,154755,12874,19921,246823,201394,65642,5417,526669,302283,5755,105277,23423,137393,238712,42442,29572,104537,21276,1820,15681,237153,12647,349676,409600,875958,466358,14004,18115,1316,20223,131165,930318,526282,4536,6219,157367,514,815142,527067,31794,338,176,141201,112523,904,1523,57356,161,85,149,64,234,85723,97343,30,103509,1170,220898,61,117389,57454,31,119002,8899,13523,20,417,351,5902,403649,644,Low
UTTAR PRADESH,Mahrajganj,11219,188905,95863,292220,84591,79375,91844,185236,537470,34033,190169,129222,1419144,27339,5818,354808,23647,198951,607079,595114,150555,11185,1574418,881674,9050,275217,49648,370573,439293,62956,75440,245177,52155,2948,27423,659465,25467,994253,1302949,2684703,1381754,23850,196296,2694,33031,308064,2827013,1690450,4639,9181,414003,1667,2196884,1694493,100129,1048,619,388464,334788,2802,7650,162847,528,250,425,175,243,338883,189001,21,238550,1835,492976,165,254426,458650,144,456350,34497,43015,18,764,3383,14745,1252595,764,Low
UTTAR PRADESH,Mainpuri,12281,127994,111696,209597,76780,72089,79022,230731,491775,72783,158322,144516,1203885,24451,4478,288281,43074,128576,411258,402321,117640,9035,1406443,712110,7361,196084,40481,265638,424782,49983,52862,204465,53444,4061,27299,466067,24297,560840,875152,1868529,993377,19256,63151,2642,26926,319158,1925936,1307689,7547,7670,301040,1149,1746649,1193660,57849,748,401,353287,94773,1998,5940,122392,372,189,326,137,4161,216358,140987,44,171699,4252,368206,110,196507,100723,66,234774,16122,24784,43,791,1032,10233,519493,2212,Low
UTTAR PRADESH,Mathura,10262,381352,103102,318989,221574,154472,281239,233264,564400,177802,240390,155937,1507746,37596,14830,378353,107867,193876,585290,535738,159951,16178,1571793,943346,16580,287981,56483,327854,594799,56649,72810,273054,124260,16520,31890,635142,30658,840939,1180059,2547184,1367125,23392,119348,8726,32426,344961,2263152,1706245,19001,9034,385642,1769,2310776,1600686,72044,994,775,420976,205797,3025,10359,159432,429,241,422,181,2056,212964,110040,109,235285,44350,506580,288,271295,216933,179,303291,25566,44453,116,5837,7650,6494,691359,4546,Low
UTTAR PRADESH,Mau,15771,220565,150462,232564,82073,87874,149908,256784,589962,99321,160149,209493,1363044,26716,6358,297148,40087,187140,451528,467343,94455,9349,1708560,773082,7411,216857,31074,323260,396438,58485,46319,177926,47576,3652,21368,475413,17062,696747,1091259,2205968,1114709,12661,42095,2656,17390,320743,2367797,1509221,5380,4729,313109,1607,1769937,1402738,76849,919,688,410737,221334,2693,4179,129170,402,208,366,158,155,228921,109751,76,233039,3106,474537,265,241498,428555,189,344570,29470,118614,54,941,3188,9210,659237,1270,Low
UTTAR PRADESH,Meerut,36096,677380,275076,440962,354359,421643,425624,359944,886968,422303,497784,254337,2141488,69473,30303,527894,236071,470187,803823,780475,241587,28088,2302997,1254520,42392,382571,91147,451827,890810,131511,103791,386915,186553,41567,42114,898810,46649,1090539,1617946,3443689,1825743,30220,248730,23717,40289,469403,3293309,2353150,47594,10069,510035,2858,2183255,2165117,102003,1494,1364,495861,191729,4953,18662,206090,563,373,664,291,18544,331961,77119,269,289951,32332,624149,570,334198,1185643,301,412280,28894,63096,300,25687,6923,29316,990312,7607,Medium
UTTAR PRADESH,Mirzapur,17680,289246,140668,237437,136132,102361,145997,232189,562846,77963,131018,177109,1428683,24518,7631,346953,43500,98038,543115,552177,146756,11801,1691126,865837,10205,218005,50460,346773,537091,110625,67762,235797,63155,5703,30022,613061,28534,881996,1184668,2496970,1312302,26529,44170,4447,35833,340261,2559668,1614974,6470,9304,381372,1703,2292534,1590528,80665,1024,679,421577,268935,2875,4096,139889,489,245,421,176,701,309079,190622,52,313693,7808,661129,212,347436,195765,160,361642,29306,80246,52,1308,853,19760,868542,1012,Low
UTTAR PRADESH,Moradabad,23372,622056,186489,504670,283005,496107,281758,296210,906413,355518,532409,186311,2263848,61846,15527,700569,179473,650922,1047916,988486,304648,23837,2545795,1357435,19316,465306,107450,525574,1104968,133640,131294,580311,148802,18797,60730,1193439,65904,1417811,2268820,4772006,2503186,47550,266687,11690,62093,492338,4643087,3354195,39319,14543,737631,3125,2488265,3168270,110215,1875,1250,725118,224372,5452,10569,307224,829,464,821,357,2426,399563,99762,226,346162,10544,731406,479,385244,2248392,253,635957,25797,88733,198,7396,6848,63685,2097292,5355,Medium
UTTAR PRADESH,Muzaffarnagar,5608,586002,98691,512592,331760,449383,368153,281747,968811,296104,553728,148770,2417339,56149,17771,579578,147785,478281,969850,911621,263529,26827,2673586,1448528,32866,467994,96254,544283,1085491,152598,116060,457996,145278,19878,55962,1081569,51215,1291644,1950078,4143512,2193434,36471,203329,10077,48346,531913,4105123,2851868,27173,11875,645420,2813,2382914,2671757,123358,1699,1114,780470,210075,4871,6128,261518,769,416,732,316,16345,377807,150102,173,262663,21322,561250,407,298587,1711453,234,826387,33548,45952,149,3624,8410,64181,1431537,5365,Medium
UTTAR PRADESH,Pilibhit,9713,155155,66129,205860,106945,162404,83006,117838,406805,89638,169387,77602,1061095,18097,5136,330245,47723,298535,461390,449673,154326,8642,1086632,654290,7560,192082,53790,256276,463415,70230,65318,262977,55738,3823,31764,534939,35218,618605,959005,2031007,1072002,26996,98099,2870,36357,240057,2064471,1412402,7346,9361,349881,1212,1449007,1320476,52172,811,401,281158,83666,2125,3474,133028,401,203,354,151,138,242225,50892,56,157122,1041,333558,120,176436,489686,64,294135,11258,22782,37,1262,1858,29040,977839,2633,Low
UTTAR PRADESH,Pratapgarh,20047,305650,197846,397265,135185,74799,140538,332742,810178,41701,186336,238011,1931559,34400,10950,463068,46358,155290,752786,703727,184070,16752,2231374,1121381,15781,369563,62623,492097,553013,231339,84941,305243,104506,6063,45925,704569,36506,1066601,1603056,3209141,1606085,33056,113727,5149,47569,456752,3291010,2142540,6378,14513,523892,2229,2731351,2002569,119337,1281,948,558350,362032,3639,11441,199577,602,286,485,199,746,447696,291932,24,358198,4594,709252,294,351054,452394,270,427626,42824,68642,29,1066,2223,13870,1059636,1854,Low
UTTAR PRADESH,Rae Bareli,15662,319163,153041,363829,130197,112567,247856,270775,799878,73393,297883,182823,1965843,34788,11007,568968,65080,172901,778418,776583,256164,15715,2178952,1165965,13483,337107,90533,506583,644869,174654,107841,401983,94437,7023,67776,867393,57790,1204710,1653017,3405559,1752542,47037,125452,5184,69064,477689,3465678,2200849,12244,22027,597191,2283,2975998,2116007,109774,1350,933,538301,337317,3812,8539,219117,647,317,541,224,397,509053,341166,51,503632,10160,1030367,288,526735,413243,237,540661,25849,60774,53,1260,819,23157,1286726,1553,Low
UTTAR PRADESH,Rampur,3169,238598,43839,253787,134249,260618,131112,85117,413258,143217,254563,51703,1043666,25960,6043,339126,62281,341262,539992,491164,150333,15035,1008445,630408,14386,232709,52141,258913,564266,94941,64043,295265,73261,6956,36750,609693,34149,737261,1111930,2335819,1223889,25173,145801,3847,32721,171242,2243858,1598558,14956,7548,373771,1439,1073890,1576123,48438,965,474,374898,127568,2545,4321,158241,461,239,425,186,1307,247366,40024,92,145092,3358,307936,174,162844,1181337,82,278477,10137,54238,48,2706,2442,38499,1235413,2514,Low
UTTAR PRADESH,Saharanpur,10083,508695,154153,419470,294410,343084,404499,256510,856994,284156,468873,163463,2077108,38816,15910,472744,149035,408736,889238,769736,253552,16788,2090428,1220114,21310,386772,93215,433862,882701,116358,108431,425406,151620,17404,43899,911136,51906,1037344,1632276,3466382,1834106,33995,190539,9699,44244,431491,3369945,2429038,26897,10249,555491,2349,1966892,2228689,92433,1375,974,600668,126208,4029,8008,220551,612,332,583,251,10208,365960,131048,138,357421,9937,764450,361,407029,1454052,223,474060,21262,34032,125,2518,6262,70697,1279517,3079,Low
UTTAR PRADESH,Sant Kabir Nagar,8882,119156,63506,195440,49191,38686,79525,129442,387851,27179,123330,86528,954949,19729,3780,231166,17671,130175,352151,352395,75305,7331,1126522,567098,6778,184329,24834,250502,265453,48323,35729,143246,37986,2386,19075,383482,14742,539469,845527,1715183,869656,12844,91688,2031,18613,205875,1809575,1175714,2887,5769,253488,1100,1300586,1108368,59397,684,416,290532,155987,1850,3451,100000,340,163,277,114,95,201340,109340,18,181626,1904,369039,114,187413,404410,96,341757,24175,28884,17,679,1649,7163,683053,792,Low
UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),10304,209122,86533,149061,72638,41397,83220,167524,363364,45997,68092,120944,910146,16198,4727,171235,23178,60737,339507,331743,64119,6840,1166830,546782,6910,137494,21347,209920,286978,65631,30239,110327,38919,3912,15466,343155,12533,470608,771114,1578213,807099,11418,31323,2896,15290,232072,1719788,1107605,3628,3872,214339,1112,1368291,1032294,50767,648,464,291926,127453,1863,2741,78666,307,154,262,108,161,167822,110940,30,170486,4695,353103,143,182617,203887,113,257527,25329,62665,38,607,654,6500,552958,348,Low
UTTAR PRADESH,Shahjahanpur,8885,240908,87355,288372,135885,198260,115163,158430,575788,134714,243864,96308,1490930,27533,7979,496446,91958,368601,655003,652237,201954,12078,1594486,915142,9927,268315,70340,368743,699503,122562,81986,366501,73581,5667,53211,783313,49628,892214,1400135,3006538,1606403,41129,148086,3889,58589,315873,2919101,2114324,14789,17460,497520,1984,2412595,1961237,74807,1264,720,476064,108901,3441,7945,190971,600,309,542,233,301,333199,115436,102,247393,6034,532673,248,285280,527581,146,451571,18274,31141,69,1564,4061,31002,1324615,2620,Low
UTTAR PRADESH,Shrawasti,1535,56694,15648,92836,15978,22439,20419,29567,146613,8504,73503,19744,423313,10074,2411,173524,4828,96629,257274,245098,68365,2895,375594,276700,2286,87530,23651,143979,232762,51683,26927,115235,16069,641,17830,293981,17787,403755,523464,1117361,593897,17824,74873,624,24795,56242,1077144,713606,1547,6971,183581,888,768643,723443,36086,565,323,97160,109774,1491,2456,64039,289,136,229,93,68,134274,71920,6,87549,134,189334,80,101785,343981,74,155698,11674,18494,5,374,460,4899,701550,576,Low
UTTAR PRADESH,Siddharthnagar,10526,148789,56516,274281,56722,47813,93088,110056,488208,33348,148764,73465,1228926,24662,6022,328991,25883,174044,513513,504002,105639,10157,1467787,740718,9664,258102,35687,359977,447943,73326,46449,202196,52801,2445,32879,583633,23503,878898,1264202,2559297,1295095,23357,158749,2434,35111,204260,2684814,1680399,4653,11754,369295,1563,1789704,1690396,88924,931,632,335977,295265,2577,5298,139753,454,212,360,148,179,282280,169064,15,199773,851,408763,189,208990,748073,174,676987,34316,35756,11,673,2540,7269,1217027,661,Low
UTTAR PRADESH,Sitapur,8775,306980,127750,369436,123246,145037,102040,221898,886031,111319,371343,136383,2283733,34609,8537,767387,74072,350723,938902,1000987,326643,13992,2347731,1397702,11679,346907,112858,588318,1023642,205606,132149,545306,88916,4775,85024,1171252,81636,1422602,2108728,4483992,2375264,69186,230288,3874,98150,482220,4489427,3061390,11939,28964,776437,2610,3555450,2862383,124407,1749,861,656401,251350,4535,12475,278902,888,440,756,316,1410,575384,321069,81,679394,5546,1446427,217,767033,893725,136,714304,29131,70971,65,1627,2617,30472,2141696,3394,Low
UTTAR PRADESH,Sonbhadra,9357,188714,63846,165535,80712,78826,95582,120822,383720,91040,90701,82614,985708,25220,7734,312438,40467,71772,428088,418914,136612,6555,1092648,601988,10279,151246,48023,237866,397196,82293,61216,217864,50700,8208,26297,463611,27373,730399,891215,1862559,971344,28266,47641,5149,39126,212565,1837774,1132160,19116,10860,288821,1405,1738769,1203938,61110,774,631,297226,266788,2337,10470,116835,323,173,303,130,487,203774,158004,69,202665,6067,421661,247,218996,103567,178,306218,15940,29417,59,571,1046,12790,745126,905,Low
UTTAR PRADESH,Sultanpur,15277,316323,176414,440274,135697,101900,233701,306046,939654,49891,278962,188848,2239902,44008,14299,564210,55055,227335,889628,828222,215780,19566,2310783,1300248,18382,406409,74378,580164,690967,188306,96974,350025,104307,8061,60550,869838,44428,1242632,1882531,3797117,1914586,38990,154994,5956,58772,526973,3429674,2554485,9494,19782,612902,2534,3119590,2376875,142503,1497,1037,637015,372794,4190,10433,231911,730,347,587,240,426,526011,300237,28,420149,4090,851587,302,431438,650261,274,460210,51197,85785,37,1113,2001,20689,1118891,2738,Low
UTTAR PRADESH,Unnao,7173,292715,101934,306178,134235,141351,99466,240024,720521,121039,362568,136688,1773584,28719,8742,544317,70484,210791,717356,706851,241767,14093,1915619,1053063,10191,283343,85034,453462,761831,178176,102726,388588,79130,5016,64889,851014,54007,1124744,1478280,3108367,1630087,44083,68748,3476,65029,415378,3045722,1983623,14029,20946,548851,2135,2732016,1893706,86512,1283,852,512965,273730,3620,6929,202134,602,305,529,224,240,417537,275402,82,454101,4404,948588,287,494487,363453,205,501457,21027,49243,68,1824,904,19032,1130103,2191,Low
UTTAR PRADESH,Varanasi,34841,671846,281652,398076,309911,295357,336056,447926,1014787,316129,301753,351391,2403903,57583,19388,456434,202055,278202,755064,856070,203836,24120,2748818,1389116,24216,354568,73153,531549,920761,169964,93156,305032,157861,29831,44479,921234,37527,1220708,1754984,3676841,1921857,25178,187518,19214,33873,557052,3655185,2456133,33976,8695,500257,2934,3107681,2260457,118204,1533,1401,608174,299474,5059,7826,195585,616,391,695,304,1898,412569,167334,214,230475,33999,486958,513,256483,546987,299,467782,47717,168764,302,1689,2712,25176,906367,3021,Low
UTTARAKHAND,Almora,2263,76008,37742,98610,70237,76958,109876,76148,204893,21082,77118,53026,436497,9858,8171,131268,40199,36378,281138,141238,69633,3629,495882,231604,3396,86810,25736,128994,201078,35647,26397,81556,6719,2383,37424,142460,17500,298211,331425,622506,291081,14375,112049,1830,27291,115810,605438,324295,12840,12916,123666,434,611250,351595,17115,256,178,120029,155751,742,1115,36077,131,58,100,42,31,2673,65744,9,78300,37,150995,68,72695,7752,59,90864,2655,4312,11,191,11918,21124,109556,122,Low
UTTARAKHAND,Bageshwar,675,26537,10900,35364,25873,31604,47083,31224,81937,3880,28198,20785,179483,3595,1561,51297,13352,14315,99911,60569,31288,823,199825,97546,1149,32980,12246,51672,78085,12012,11444,35989,2005,544,10978,58708,7598,123638,135572,259898,124326,5600,45834,435,9350,50340,249364,136260,3013,3750,53896,167,257509,147488,9278,99,68,47788,64930,281,381,15087,53,21,36,15,7,975,27478,0,36438,31,72061,26,35623,1440,26,38113,1294,2991,0,156,4948,10124,49539,48,Low
UTTARAKHAND,Chamoli,2367,50554,27168,59079,46579,45572,71524,47703,125161,22906,46547,32557,280556,5582,4217,80492,27853,31825,186340,93182,45109,1482,293196,155395,2516,53380,17370,67873,115115,17641,17056,54317,2311,956,19584,93832,10683,180940,197614,391605,193991,8592,73654,899,15991,67519,355146,210665,11202,7399,72625,273,385818,229715,10328,158,115,68435,87108,467,417,21857,78,35,61,26,11,861,32596,9,39599,9,79317,48,39718,4395,39,47447,1350,5384,8,109,6637,19163,61950,80,Low
UTTARAKHAND,Champawat,1317,33971,15110,31466,22588,24284,37725,23610,75711,12839,24002,18360,177726,3159,1995,46034,18785,19181,98041,60722,26364,1173,188383,102015,1387,28298,9934,41913,62698,8373,10792,34345,5151,1162,9064,60427,5638,99566,128523,259648,131125,3680,34183,548,6732,45766,250812,160082,5095,3052,44945,181,249563,156916,7444,108,73,48093,39139,309,128,16515,52,21,40,19,28,7523,19586,9,23195,603,47383,37,24188,8693,28,36127,1250,1570,0,60,4091,3468,62429,90,Low
UTTARAKHAND,Dehradun,26644,444405,247622,278318,260368,278971,310726,206730,557290,269393,283844,187700,1259506,71199,44806,298845,233705,261525,497638,446046,184579,16106,1287492,702216,48070,217406,77983,276280,488161,39363,65065,224771,152009,54967,38445,458834,41531,582768,804495,1696694,892199,25329,273226,25862,38036,240639,1584030,1113926,59501,12707,244843,1273,1424916,968517,45981,614,659,236027,123934,2350,2739,78677,218,168,391,223,5117,129863,39008,108,108471,6585,228901,251,120430,202057,143,142130,10922,22992,215,2015,2934,29293,296538,1969,Low
UTTARAKHAND,Garhwal,5638,104195,52076,113779,99662,89437,143963,95590,232741,36780,104175,74219,494889,12670,9643,152778,70551,58484,316462,160183,83182,4149,538089,262148,4874,99987,31946,145445,164439,34536,28939,95157,15468,4891,46801,147373,22297,274152,360442,687271,326829,18928,138948,2633,36860,111671,661160,413119,19047,17932,135939,532,660507,380765,16752,297,235,107794,126779,902,732,36058,143,66,114,48,212,13681,72086,16,62519,1998,122361,94,59842,22931,78,91101,2574,5635,20,191,9139,24937,123071,209,Low
UTTARAKHAND,Hardwar,29377,361391,134182,250344,207894,216744,279012,165003,486943,186183,265523,114114,1178354,35023,17455,264573,125717,246771,488011,435385,148342,12490,1268700,691411,21893,220399,56204,246229,495152,37296,60056,231515,114469,23458,28904,497810,32082,578121,885127,1890422,1005295,20972,131667,11947,29294,243719,1849670,1312301,36245,8322,278141,1247,1214935,1207120,50021,706,541,336790,80311,2170,1870,113550,315,163,293,130,2501,210338,54977,80,193293,12487,411274,234,217981,648119,154,245515,11751,19955,81,821,3940,46682,580970,2632,Low
UTTARAKHAND,Nainital,6200,194142,89101,145056,125994,148745,169001,115317,310721,105577,145021,98851,696500,26270,16386,164700,99021,117598,298663,243095,100758,5879,713940,385779,13800,122791,40369,147053,296424,26685,38899,130306,49145,15674,25110,256935,21490,376181,460939,954605,493666,13150,149782,7265,21113,157875,880513,578424,30422,7963,132592,666,809717,562548,25279,380,286,155681,119246,1170,529,53400,166,91,163,72,356,57123,42051,50,92382,7767,191206,125,98824,120742,75,90915,5265,9767,52,1954,7910,11888,166573,768,Low
UTTARAKHAND,Pithoragarh,2237,67671,28375,67332,58954,61543,95421,56591,155927,26256,58037,42086,345550,7932,5112,102955,45365,46575,209943,116749,63782,3628,371448,189623,3008,58592,25002,92517,145481,20473,21654,67738,6136,2037,28624,113539,17126,216490,244133,483439,239306,12171,88949,1344,20690,90983,459484,266949,14522,8519,94192,366,475105,273494,13607,217,149,87585,102951,631,430,24650,105,47,85,38,13,1600,40377,15,60267,16,120378,66,60111,6015,51,63591,1440,6055,8,76,9189,19385,88036,157,Low
UTTARAKHAND,Rudraprayag,440,24565,15096,40057,29622,28272,49182,28916,79130,4454,29977,21131,170933,3082,2615,49793,19859,16137,117159,54979,27832,891,191038,91803,1111,36551,10768,44986,78950,9107,10689,33151,1529,368,10679,52339,6375,113032,127696,242285,114589,5066,47111,418,9215,44605,236466,129253,3375,4149,49362,156,240170,141848,7956,93,63,50288,60693,263,363,14232,50,20,34,14,4,432,21796,0,24094,4,47679,24,23585,1486,24,30562,1403,2112,0,40,2601,13479,45428,94,Low
